Orcaflex Simulation of 15 MW floating offshore wind turbine;;;;;;
;;;;;;
Time;Wind speed;Sea surface;Mooring force;Tilt;Nac. acc.;Tower mom.
(s);(m/s);(m);(kN);(deg.);(m/s2);(kNm)
2231.6;34.42;-3.6;6887.97;-3.67;-1.13;-713300.89
2231.7;34.51;-3.95;6843.44;-3.58;-1.06;-691099.39
2231.8;34.66;-4.29;6795.48;-3.48;-0.99;-665615.2
2231.9;34.9;-4.62;6743.91;-3.38;-0.9;-636460.07
2232;35.22;-4.93;6688.6;-3.28;-0.79;-603555.68
2232.1;35.62;-5.22;6629.54;-3.18;-0.68;-567394.79
2232.2;36.1;-5.49;6566.82;-3.09;-0.55;-528630.17
2232.3;36.63;-5.75;6500.72;-2.99;-0.41;-486554.43
2232.4;37.2;-5.98;6431.6;-2.9;-0.27;-442389.64
2232.5;37.78;-6.2;6359.76;-2.81;-0.12;-397763.41
2232.6;38.33;-6.39;6285.47;-2.72;0.02;-353831
2232.7;38.84;-6.56;6208.95;-2.63;0.16;-310399.43
2232.8;39.27;-6.72;6130.21;-2.54;0.29;-269402.42
2232.9;39.61;-6.86;6049.16;-2.46;0.41;-231505.63
2233;39.83;-6.98;5965.66;-2.38;0.52;-195824.5
2233.1;39.95;-7.08;5879.76;-2.3;0.62;-161271.55
2233.2;39.95;-7.16;5791.65;-2.22;0.72;-127809.96
2233.3;39.87;-7.23;5701.69;-2.15;0.82;-95605.48
2233.4;39.71;-7.28;5610.3;-2.08;0.91;-65315.71
2233.5;39.51;-7.31;5517.9;-2.01;0.98;-37922.06
2233.6;39.31;-7.33;5424.85;-1.95;1.05;-14253.32
2233.7;39.16;-7.33;5331.33;-1.88;1.1;-6208.99
2233.8;39.09;-7.32;5237.37;-1.83;1.14;-21853.29
2233.9;39.15;-7.29;5142.82;-1.77;1.17;-34589.96
2234;39.37;-7.25;5047.5;-1.72;1.2;-45688.22
2234.1;39.79;-7.19;4951.31;-1.67;1.23;-55444.12
2234.2;40.42;-7.12;4854.3;-1.62;1.26;-64884.96
2234.3;41.26;-7.04;4756.8;-1.58;1.3;-74801.44
2234.4;42.32;-6.95;4659.34;-1.54;1.34;-84923.38
2234.5;43.57;-6.85;4562.39;-1.51;1.39;-95092.84
2234.6;44.97;-6.75;4466.3;-1.47;1.44;-105313.43
2234.7;46.48;-6.63;4371.17;-1.45;1.5;-116306.81
2234.8;48.04;-6.52;4276.96;-1.42;1.57;-129380.18
2234.9;49.58;-6.39;4183.59;-1.4;1.64;-144483.61
2235;51.04;-6.26;4090.96;-1.38;1.72;-160882.95
2235.1;52.35;-6.13;3999.08;-1.36;1.8;-176992.97
2235.2;53.44;-5.99;3908.21;-1.35;1.86;-190859.32
2235.3;54.27;-5.86;3818.99;-1.34;1.91;-202523.97
2235.4;54.77;-5.72;3732.21;-1.34;1.93;-208992.93
2235.5;54.93;-5.58;3648.3;-1.33;1.93;-207942.8
2235.6;54.73;-5.45;3567.48;-1.34;1.9;-203445.86
2235.7;54.17;-5.31;3489.85;-1.34;1.86;-199899.01
2235.8;53.28;-5.17;3415.3;-1.34;1.83;-198448.98
2235.9;52.1;-5.04;3343.61;-1.35;1.79;-197962.31
2236;50.68;-4.9;3274.76;-1.36;1.75;-199855.44
2236.1;49.09;-4.76;3208.97;-1.38;1.72;-202744.73
2236.2;47.41;-4.62;3146.66;-1.39;1.68;-204604.04
2236.3;45.72;-4.47;3088.32;-1.41;1.63;-202133.45
2236.4;44.1;-4.31;3034.42;-1.42;1.57;-195314.93
2236.5;42.63;-4.14;2985.33;-1.44;1.51;-184833.14
2236.6;41.39;-3.96;2941.16;-1.46;1.44;-172153.18
2236.7;40.42;-3.76;2901.69;-1.48;1.38;-158986.29
2236.8;39.77;-3.55;2866.5;-1.51;1.32;-145950.82
2236.9;39.46;-3.32;2835.24;-1.53;1.28;-133706.16
2237;39.5;-3.08;2807.73;-1.55;1.24;-122440.44
2237.1;39.87;-2.82;2784.03;-1.58;1.21;-111852.23
2237.2;40.54;-2.55;2764.33;-1.6;1.19;-100535.1
2237.3;41.46;-2.26;2748.89;-1.63;1.17;-88540.49
2237.4;42.55;-1.97;2737.93;-1.66;1.15;-75754.32
2237.5;43.77;-1.67;2731.5;-1.68;1.14;-61944.05
2237.6;45.02;-1.37;2729.47;-1.71;1.11;-47021.92
2237.7;46.22;-1.07;2731.52;-1.74;1.09;-30986.15
2237.8;47.32;-0.77;2737.22;-1.77;1.06;-14018.05
2237.9;48.23;-0.48;2746.13;-1.8;1.02;-4294.67
2238;48.92;-0.19;2757.96;-1.83;0.98;-22136.6
2238.1;49.35;0.08;2772.57;-1.86;0.93;-40259.4
2238.2;49.49;0.34;2790.05;-1.89;0.88;-58081.37
2238.3;49.35;0.59;2810.63;-1.92;0.82;-75465.06
2238.4;48.96;0.84;2834.5;-1.95;0.76;-92312.05
2238.5;48.34;1.07;2861.69;-1.98;0.7;-108272.17
2238.6;47.54;1.29;2892.08;-2.01;0.63;-123335.11
2238.7;46.64;1.51;2925.35;-2.04;0.57;-137564.59
2238.8;45.68;1.72;2961.13;-2.07;0.51;-150698.43
2238.9;44.76;1.93;2999.08;-2.1;0.45;-162928.49
2239;43.92;2.13;3038.99;-2.13;0.4;-174126.18
2239.1;43.25;2.33;3080.86;-2.16;0.35;-184302.29
2239.2;42.78;2.53;3124.86;-2.19;0.31;-193477.01
2239.3;42.55;2.72;3171.27;-2.22;0.28;-201690.81
2239.4;42.59;2.92;3220.32;-2.25;0.26;-208988.99
2239.5;42.9;3.1;3272.11;-2.27;0.24;-215405.18
2239.6;43.47;3.29;3326.53;-2.3;0.23;-220932.64
2239.7;44.26;3.46;3383.28;-2.32;0.23;-225618.29
2239.8;45.23;3.63;3441.96;-2.35;0.24;-229506.88
2239.9;46.32;3.8;3502.22;-2.37;0.25;-232606.92
2240;47.45;3.95;3563.83;-2.39;0.27;-235419.03
2240.1;48.57;4.08;3626.76;-2.41;0.29;-237526.83
2240.2;49.6;4.2;3691.14;-2.44;0.3;-239178.02
2240.3;50.46;4.31;3757.18;-2.46;0.32;-240588.14
2240.4;51.11;4.4;3825.04;-2.48;0.33;-241860.86
2240.5;51.49;4.47;3894.76;-2.5;0.34;-243082.15
2240.6;51.59;4.52;3966.19;-2.52;0.34;-244368.96
2240.7;51.38;4.55;4039.01;-2.54;0.34;-245689.07
2240.8;50.87;4.57;4112.82;-2.55;0.32;-247089.66
2240.9;50.08;4.56;4187.27;-2.57;0.3;-248592.95
2241;49.05;4.54;4262.13;-2.59;0.28;-250186.7
2241.1;47.85;4.5;4337.35;-2.61;0.25;-251855.41
2241.2;46.52;4.45;4413.06;-2.63;0.22;-253595.23
2241.3;45.15;4.4;4489.42;-2.64;0.19;-255261.57
2241.4;43.81;4.33;4566.6;-2.66;0.16;-256882.22
2241.5;42.56;4.26;4644.59;-2.68;0.13;-258806.98
2241.6;41.48;4.19;4723.2;-2.69;0.11;-260953.72
2241.7;40.63;4.12;4802.14;-2.71;0.08;-263182.72
2241.8;40.04;4.05;4881.01;-2.72;0.07;-265643.64
2241.9;39.74;3.99;4959.49;-2.74;0.05;-268356.77
2242;39.75;3.92;5037.37;-2.75;0.05;-271329.84
2242.1;40.07;3.86;5114.62;-2.77;0.04;-274595.19
2242.2;40.66;3.81;5191.36;-2.78;0.04;-278241.45
2242.3;41.49;3.76;5267.76;-2.79;0.05;-282109.61
2242.4;42.52;3.71;5343.96;-2.81;0.05;-286321.78
2242.5;43.68;3.67;5419.98;-2.82;0.06;-290885.81
2242.6;44.91;3.63;5495.65;-2.83;0.07;-295802.36
2242.7;46.15;3.6;5570.69;-2.85;0.08;-301075.25
2242.8;47.33;3.57;5644.74;-2.86;0.09;-306708.68
2242.9;48.39;3.55;5717.5;-2.87;0.1;-312706.92
2243;49.29;3.54;5788.79;-2.89;0.1;-319075.27
2243.1;50;3.53;5858.6;-2.9;0.1;-325817.29
2243.2;50.48;3.54;5927.02;-2.92;0.09;-332931
2243.3;50.72;3.55;5994.19;-2.93;0.08;-340403.91
2243.4;50.74;3.57;6060.21;-2.95;0.05;-348211.25
2243.5;50.55;3.6;6125.06;-2.96;0.03;-356315.15
2243.6;50.19;3.63;6188.57;-2.98;0;-364665.6
2243.7;49.68;3.67;6250.45;-2.99;-0.04;-373203.62
2243.8;49.07;3.71;6310.35;-3.01;-0.07;-381863.82
2243.9;48.41;3.75;6367.97;-3.03;-0.11;-390572.67
2244;47.74;3.79;6423.14;-3.04;-0.15;-399178.41
2244.1;47.11;3.82;6475.83;-3.06;-0.19;-407662.32
2244.2;46.55;3.85;6526.11;-3.08;-0.22;-416157.48
2244.3;46.1;3.86;6574.1;-3.1;-0.25;-424561.4
2244.4;45.76;3.87;6619.89;-3.12;-0.28;-432770.83
2244.5;45.55;3.87;6663.44;-3.14;-0.31;-440739.24
2244.6;45.47;3.85;6704.6;-3.15;-0.33;-448881.95
2244.7;45.5;3.83;6743.14;-3.17;-0.36;-457417.43
2244.8;45.63;3.8;6778.77;-3.19;-0.38;-466429.99
2244.9;45.82;3.76;6811.28;-3.21;-0.4;-475979.39
2245;46.05;3.71;6840.56;-3.23;-0.43;-486123.04
2245.1;46.29;3.66;6866.63;-3.25;-0.46;-496915.72
2245.2;46.5;3.6;6889.65;-3.27;-0.48;-508403.63
2245.3;46.67;3.53;6909.8;-3.29;-0.52;-520615.74
2245.4;46.76;3.46;6927.21;-3.31;-0.55;-533555.31
2245.5;46.78;3.38;6941.92;-3.33;-0.59;-547193.72
2245.6;46.7;3.29;6953.83;-3.35;-0.64;-561517.74
2245.7;46.55;3.2;6962.8;-3.37;-0.69;-576483.19
2245.8;46.32;3.11;6968.67;-3.39;-0.74;-591875.27
2245.9;46.04;3.02;6971.36;-3.41;-0.79;-607568.73
2246;45.74;2.92;6970.91;-3.43;-0.84;-623439.45
2246.1;45.43;2.84;6967.48;-3.45;-0.9;-639309.65
2246.2;45.15;2.75;6961.3;-3.47;-0.95;-654957.84
2246.3;44.93;2.68;6952.66;-3.48;-1.01;-670197.03
2246.4;44.78;2.62;6941.78;-3.5;-1.05;-684888.55
2246.5;44.74;2.58;6928.78;-3.51;-1.1;-698896.71
2246.6;44.8;2.55;6913.66;-3.52;-1.14;-712064.64
2246.7;44.97;2.55;6896.36;-3.54;-1.17;-724254.01
2246.8;45.24;2.55;6876.81;-3.55;-1.2;-735362.66
2246.9;45.61;2.57;6855.03;-3.55;-1.22;-745318.82
2247;46.03;2.59;6831.13;-3.56;-1.24;-754325.26
2247.1;46.49;2.61;6805.32;-3.56;-1.25;-761840.62
2247.2;46.95;2.62;6777.88;-3.57;-1.26;-768306.88
2247.3;47.38;2.62;6749.07;-3.57;-1.27;-773800.41
2247.4;47.73;2.59;6719.09;-3.57;-1.27;-778423.84
2247.5;47.98;2.53;6688.05;-3.56;-1.27;-782293.02
2247.6;48.09;2.43;6655.97;-3.56;-1.28;-785518.59
2247.7;48.05;2.29;6622.78;-3.55;-1.28;-788207.11
2247.8;47.84;2.11;6588.38;-3.54;-1.29;-789884.83
2247.9;47.48;1.88;6552.74;-3.53;-1.29;-789970.25
2248;46.95;1.61;6515.93;-3.52;-1.29;-788168.67
2248.1;46.3;1.3;6478.11;-3.5;-1.29;-784749.19
2248.2;45.54;0.96;6439.47;-3.48;-1.28;-779459.32
2248.3;44.72;0.6;6400.18;-3.46;-1.27;-772416.33
2248.4;43.87;0.23;6360.33;-3.44;-1.26;-763615.16
2248.5;43.04;-0.14;6319.9;-3.42;-1.23;-753074.05
2248.6;42.29;-0.52;6278.78;-3.39;-1.2;-740852.31
2248.7;41.65;-0.88;6236.8;-3.37;-1.17;-727067.39
2248.8;41.15;-1.24;6193.79;-3.34;-1.12;-711764.64
2248.9;40.83;-1.58;6149.67;-3.31;-1.07;-694863.96
2249;40.71;-1.91;6104.48;-3.28;-1.01;-676650.72
2249.1;40.79;-2.22;6058.38;-3.25;-0.94;-657402.24
2249.2;41.07;-2.52;6011.53;-3.21;-0.87;-637444.06
2249.3;41.53;-2.82;5964.06;-3.18;-0.79;-617033.94
2249.4;42.15;-3.11;5915.97;-3.15;-0.71;-597150.34
2249.5;42.9;-3.39;5867.13;-3.11;-0.62;-576590.34
2249.6;43.72;-3.69;5817.39;-3.08;-0.53;-556439.37
2249.7;44.58;-3.98;5766.59;-3.05;-0.45;-537105.71
2249.8;45.42;-4.28;5714.62;-3.01;-0.37;-518549.01
2249.9;46.21;-4.58;5661.44;-2.98;-0.29;-500959.65
2250;46.89;-4.88;5607.11;-2.95;-0.22;-484407.39
2250.1;47.45;-5.18;5551.78;-2.91;-0.15;-468899.59
2250.2;47.84;-5.48;5495.63;-2.88;-0.09;-454374.44
2250.3;48.07;-5.76;5438.8;-2.85;-0.04;-440217.13
2250.4;48.13;-6.04;5381.27;-2.83;0.01;-424790.29
2250.5;48.03;-6.29;5322.89;-2.8;0.06;-409633.49
2250.6;47.79;-6.53;5263.46;-2.78;0.11;-392874.03
2250.7;47.44;-6.75;5202.91;-2.75;0.16;-374014.19
2250.8;47.03;-6.95;5141.19;-2.73;0.22;-353326.98
2250.9;46.6;-7.13;5078.32;-2.71;0.28;-330773.37
2251;46.19;-7.29;5014.42;-2.69;0.35;-306461.61
2251.1;45.84;-7.43;4949.66;-2.68;0.42;-280415.66
2251.2;45.61;-7.56;4884.21;-2.66;0.5;-254764.17
2251.3;45.53;-7.67;4818.11;-2.65;0.57;-231709.1
2251.4;45.62;-7.76;4751.41;-2.64;0.65;-209497.31
2251.5;45.9;-7.84;4684.12;-2.64;0.72;-188954.46
2251.6;46.37;-7.91;4616.19;-2.63;0.78;-170342.28
2251.7;47.03;-7.96;4547.61;-2.63;0.85;-152968.92
2251.8;47.86;-7.99;4478.52;-2.63;0.92;-136892.11
2251.9;48.84;-8.01;4409.08;-2.64;0.98;-122314.45
2252;49.92;-8;4339.49;-2.64;1.05;-109630.01
2252.1;51.06;-7.97;4269.89;-2.65;1.11;-98856.89
2252.2;52.22;-7.92;4200.44;-2.67;1.16;-89782.66
2252.3;53.35;-7.84;4131.22;-2.68;1.21;-82476.32
2252.4;54.41;-7.75;4062.27;-2.7;1.26;-76884.37
2252.5;55.35;-7.63;3993.59;-2.72;1.3;-71635.4
2252.6;56.15;-7.49;3925.24;-2.75;1.34;-66047.83
2252.7;56.77;-7.33;3857.36;-2.77;1.38;-58666.81
2252.8;57.21;-7.16;3790.18;-2.8;1.42;-48751.95
2252.9;57.46;-6.98;3723.97;-2.84;1.47;-37529.64
2253;57.52;-6.79;3658.98;-2.87;1.51;-25621.1
2253.1;57.42;-6.58;3595.47;-2.91;1.55;-13494.36
2253.2;57.17;-6.37;3533.66;-2.95;1.58;-2534.84
2253.3;56.81;-6.14;3473.76;-3;1.6;-9059.37
2253.4;56.36;-5.91;3415.91;-3.04;1.62;-18719.5
2253.5;55.87;-5.67;3360.28;-3.09;1.64;-28830.56
2253.6;55.37;-5.41;3307.05;-3.14;1.66;-39493.05
2253.7;54.89;-5.15;3256.4;-3.2;1.68;-51184.78
2253.8;54.46;-4.87;3208.6;-3.25;1.71;-64563.04
2253.9;54.09;-4.58;3163.97;-3.31;1.75;-79104.18
2254;53.81;-4.28;3122.9;-3.37;1.79;-93479.32
2254.1;53.6;-3.96;3085.71;-3.43;1.82;-105345.2
2254.2;53.48;-3.63;3052.72;-3.49;1.85;-114529.13
2254.3;53.42;-3.29;3024.14;-3.56;1.87;-120040.17
2254.4;53.42;-2.94;3000.09;-3.63;1.88;-120982.71
2254.5;53.45;-2.57;2980.66;-3.69;1.87;-117435.5
2254.6;53.49;-2.21;2965.91;-3.76;1.85;-109886.15
2254.7;53.51;-1.84;2955.87;-3.83;1.83;-98676.02
2254.8;53.5;-1.46;2950.6;-3.9;1.79;-83856.56
2254.9;53.43;-1.09;2950.19;-3.97;1.73;-65586.62
2255;53.3;-0.71;2954.75;-4.05;1.67;-44017.77
2255.1;53.09;-0.34;2964.41;-4.12;1.59;-19463.21
2255.2;52.82;0.03;2979.24;-4.19;1.51;-7936.45
2255.3;52.48;0.4;2999.2;-4.27;1.42;-36994.68
2255.4;52.09;0.75;3024.14;-4.34;1.31;-67885.24
2255.5;51.67;1.1;3053.8;-4.42;1.21;-100024.56
2255.6;51.26;1.43;3087.88;-4.49;1.09;-134579.47
2255.7;50.87;1.75;3126.09;-4.57;0.97;-170866.26
2255.8;50.53;2.04;3168.21;-4.64;0.85;-206694.13
2255.9;50.27;2.32;3214.1;-4.72;0.74;-242013.56
2256;50.11;2.58;3263.67;-4.79;0.62;-276693.7
2256.1;50.06;2.81;3316.86;-4.87;0.52;-310462.94
2256.2;50.15;3.01;3373.55;-4.94;0.41;-343092.28
2256.3;50.35;3.19;3433.59;-5.01;0.32;-374476.65
2256.4;50.67;3.35;3496.75;-5.08;0.23;-404615.9
2256.5;51.09;3.48;3562.73;-5.15;0.15;-433377.43
2256.6;51.58;3.6;3631.2;-5.22;0.08;-460468.93
2256.7;52.1;3.7;3701.87;-5.28;0.01;-486262.83
2256.8;52.62;3.79;3774.56;-5.35;-0.06;-510784.66
2256.9;53.09;3.88;3849.17;-5.41;-0.12;-533838.87
2257;53.47;3.97;3925.72;-5.47;-0.18;-554484.44
2257.1;53.72;4.05;4004.19;-5.53;-0.23;-573381.78
2257.2;53.79;4.14;4084.6;-5.59;-0.28;-591018.15
2257.3;53.66;4.24;4166.91;-5.64;-0.33;-606555.04
2257.4;53.31;4.35;4251.01;-5.7;-0.38;-621356.44
2257.5;52.72;4.45;4336.67;-5.75;-0.44;-635661.56
2257.6;51.89;4.57;4423.64;-5.8;-0.49;-649180.13
2257.7;50.83;4.68;4511.7;-5.84;-0.55;-662368.79
2257.8;49.57;4.79;4600.74;-5.89;-0.62;-675000.55
2257.9;48.14;4.9;4690.69;-5.93;-0.68;-687273.35
2258;46.59;5.01;4781.59;-5.97;-0.75;-699213.94
2258.1;44.96;5.1;4873.47;-6;-0.81;-710913.27
2258.2;43.31;5.18;4966.32;-6.04;-0.88;-723440.61
2258.3;41.69;5.25;5060.11;-6.07;-0.94;-734946.66
2258.4;40.18;5.3;5154.77;-6.09;-0.99;-744559.5
2258.5;38.81;5.34;5250.09;-6.12;-1.04;-753080.91
2258.6;37.63;5.38;5345.81;-6.14;-1.08;-761831.82
2258.7;36.7;5.4;5441.68;-6.16;-1.12;-769898.67
2258.8;36.03;5.42;5537.49;-6.18;-1.15;-777094.52
2258.9;35.64;5.43;5633.16;-6.19;-1.18;-783438.38
2259;35.54;5.44;5728.67;-6.2;-1.19;-788997.61
2259.1;35.73;5.45;5824.03;-6.21;-1.2;-793830.73
2259.2;36.19;5.46;5919.24;-6.21;-1.21;-798063.59
2259.3;36.88;5.47;6014.17;-6.21;-1.21;-802339.27
2259.4;37.78;5.48;6108.66;-6.21;-1.2;-806168.39
2259.5;38.84;5.48;6202.53;-6.21;-1.19;-809290.88
2259.6;40;5.48;6295.55;-6.21;-1.18;-811797.06
2259.7;41.22;5.48;6387.52;-6.2;-1.16;-813908.25
2259.8;42.44;5.47;6478.2;-6.19;-1.15;-815797.8
2259.9;43.62;5.45;6567.46;-6.18;-1.13;-817553.01
2260;44.7;5.43;6655.23;-6.16;-1.11;-818801.22
2260.1;45.65;5.39;6741.5;-6.15;-1.09;-819890.42
2260.2;46.44;5.34;6826.23;-6.13;-1.08;-821042.12
2260.3;47.04;5.28;6909.31;-6.11;-1.07;-822238.34
2260.4;47.43;5.2;6990.52;-6.09;-1.06;-823485.58
2260.5;47.61;5.12;7069.63;-6.07;-1.06;-824759.35
2260.6;47.59;5.02;7146.39;-6.05;-1.07;-825857.81
2260.7;47.36;4.9;7220.59;-6.02;-1.07;-826748.91
2260.8;46.96;4.78;7292.06;-6;-1.08;-827408.2
2260.9;46.4;4.64;7360.7;-5.97;-1.09;-827785.48
2261;45.71;4.49;7426.44;-5.94;-1.11;-827771.7
2261.1;44.92;4.33;7489.24;-5.91;-1.12;-827465.87
2261.2;44.08;4.16;7549.01;-5.88;-1.14;-826878.36
2261.3;43.2;3.98;7605.67;-5.85;-1.15;-825979.77
2261.4;42.34;3.79;7659.08;-5.82;-1.17;-824727.44
2261.5;41.51;3.59;7709.02;-5.79;-1.18;-823064.93
2261.6;40.75;3.38;7755.27;-5.75;-1.19;-820921.11
2261.7;40.08;3.17;7797.61;-5.72;-1.19;-818215.35
2261.8;39.52;2.94;7835.94;-5.68;-1.19;-814876.85
2261.9;39.1;2.72;7870.24;-5.65;-1.19;-810867.78
2262;38.82;2.49;7900.52;-5.61;-1.19;-806192.85
2262.1;38.7;2.25;7926.86;-5.57;-1.18;-800907.97
2262.2;38.73;2.02;7949.28;-5.54;-1.16;-795148.1
2262.3;38.92;1.78;7967.8;-5.5;-1.14;-789075.22
2262.4;39.25;1.54;7982.42;-5.46;-1.12;-782735.65
2262.5;39.73;1.31;7993.07;-5.42;-1.1;-776288.28
2262.6;40.34;1.07;7999.7;-5.38;-1.07;-769376.29
2262.7;41.07;0.84;8002.31;-5.34;-1.04;-761689.19
2262.8;41.88;0.61;8000.97;-5.3;-1.01;-753508.71
2262.9;42.77;0.39;7995.82;-5.26;-0.97;-745123.23
2263;43.71;0.18;7987.1;-5.21;-0.93;-736840.77
2263.1;44.68;-0.03;7975.01;-5.17;-0.89;-728883.46
2263.2;45.65;-0.22;7959.74;-5.13;-0.85;-721081.88
2263.3;46.59;-0.41;7941.44;-5.08;-0.81;-713749.69
2263.4;47.48;-0.59;7920.19;-5.04;-0.77;-707321.7
2263.5;48.3;-0.75;7895.98;-5;-0.73;-701457.45
2263.6;49.02;-0.9;7868.85;-4.95;-0.7;-695811.53
2263.7;49.63;-1.04;7838.9;-4.91;-0.67;-690178.98
2263.8;50.12;-1.16;7806.29;-4.86;-0.64;-684585.38
2263.9;50.46;-1.28;7771.14;-4.81;-0.61;-679309.59
2264;50.67;-1.38;7733.61;-4.77;-0.58;-672619.69
2264.1;50.73;-1.47;7693.9;-4.72;-0.55;-664780.81
2264.2;50.66;-1.55;7652.17;-4.68;-0.52;-655764.46
2264.3;50.45;-1.63;7608.43;-4.63;-0.5;-645789.92
2264.4;50.14;-1.7;7562.61;-4.59;-0.47;-635191.12
2264.5;49.73;-1.77;7514.6;-4.54;-0.44;-624186.22
2264.6;49.25;-1.83;7464.33;-4.5;-0.41;-613137.66
2264.7;48.72;-1.89;7411.83;-4.45;-0.38;-601708.12
2264.8;48.18;-1.95;7357.18;-4.41;-0.36;-592256
2264.9;47.65;-2;7300.53;-4.36;-0.34;-583516.7
2265;47.15;-2.06;7242.05;-4.32;-0.33;-575368.2
2265.1;46.71;-2.11;7181.95;-4.28;-0.32;-567762.12
2265.2;46.35;-2.16;7120.38;-4.24;-0.3;-560930.97
2265.3;46.09;-2.21;7057.39;-4.19;-0.29;-554766.25
2265.4;45.95;-2.25;6992.94;-4.15;-0.28;-548999.9
2265.5;45.92;-2.29;6926.86;-4.11;-0.27;-543896.3
2265.6;46.02;-2.34;6858.99;-4.08;-0.25;-539408.22
2265.7;46.23;-2.38;6789.27;-4.04;-0.24;-535366.89
2265.8;46.55;-2.42;6717.78;-4;-0.22;-531329.04
2265.9;46.97;-2.47;6644.81;-3.96;-0.19;-524055.02
2266;47.47;-2.52;6570.8;-3.93;-0.15;-513297.41
2266.1;48.04;-2.58;6496.06;-3.89;-0.1;-500697.23
2266.2;48.65;-2.65;6420.72;-3.86;-0.04;-486034.18
2266.3;49.28;-2.73;6344.87;-3.82;0.03;-468934.51
2266.4;49.91;-2.82;6268.5;-3.79;0.1;-450873.86
2266.5;50.54;-2.92;6191.52;-3.76;0.18;-431735.61
2266.6;51.14;-3.02;6113.76;-3.73;0.25;-412903.76
2266.7;51.72;-3.13;6035.13;-3.7;0.32;-394687.61
2266.8;52.25;-3.25;5955.72;-3.67;0.39;-377019.56
2266.9;52.74;-3.38;5875.83;-3.65;0.46;-359766.05
2267;53.19;-3.5;5796.15;-3.62;0.53;-339686.07
2267.1;53.61;-3.63;5717.46;-3.6;0.6;-319317.97
2267.2;54;-3.76;5640.05;-3.58;0.65;-305463.58
2267.3;54.37;-3.88;5563.74;-3.56;0.68;-297674.3
2267.4;54.73;-4;5488.27;-3.54;0.7;-292375.01
2267.5;55.09;-4.12;5413.43;-3.53;0.72;-287281.71
2267.6;55.44;-4.23;5339.12;-3.51;0.75;-281413.51
2267.7;55.8;-4.34;5265.27;-3.5;0.78;-274490.92
2267.8;56.16;-4.44;5192.06;-3.49;0.8;-267804.26
2267.9;56.52;-4.53;5119.93;-3.48;0.84;-258991
2268;56.86;-4.62;5049.49;-3.47;0.87;-250065.67
2268.1;57.18;-4.7;4981.29;-3.47;0.9;-244537.29
2268.2;57.46;-4.76;4915.82;-3.46;0.92;-238959.75
2268.3;57.67;-4.81;4852.99;-3.46;0.92;-240684.51
2268.4;57.8;-4.85;4792.33;-3.45;0.91;-244477.32
2268.5;57.83;-4.87;4733.3;-3.45;0.9;-247825.05
2268.6;57.74;-4.86;4675.58;-3.46;0.89;-249538.89
2268.7;57.51;-4.84;4619.25;-3.46;0.88;-248459.35
2268.8;57.14;-4.79;4564.67;-3.46;0.89;-244084.68
2268.9;56.6;-4.72;4512.32;-3.47;0.89;-236784.39
2269;55.91;-4.63;4462.54;-3.47;0.9;-228851.17
2269.1;55.07;-4.51;4415.58;-3.48;0.91;-219061.82
2269.2;54.09;-4.38;4371.57;-3.49;0.92;-209215.04
2269.3;52.99;-4.24;4330.57;-3.5;0.94;-196110.7
2269.4;51.8;-4.08;4292.44;-3.51;0.95;-181575.08
2269.5;50.55;-3.91;4256.58;-3.52;0.95;-173272.79
2269.6;49.28;-3.74;4222.46;-3.54;0.94;-167960.73
2269.7;48.01;-3.57;4190;-3.55;0.93;-162892.28
2269.8;46.8;-3.41;4159.51;-3.57;0.93;-157009.89
2269.9;45.67;-3.24;4131.48;-3.58;0.93;-149717.29
2270;44.66;-3.08;4106.27;-3.6;0.93;-141346.82
2270.1;43.8;-2.93;4083.96;-3.62;0.95;-132507.54
2270.2;43.1;-2.78;4064.52;-3.64;0.97;-122464.9
2270.3;42.6;-2.63;4047.79;-3.66;1;-111743.78
2270.4;42.28;-2.49;4033.57;-3.69;1.02;-101875.38
2270.5;42.16;-2.35;4021.62;-3.71;1.05;-93100.96
2270.6;42.22;-2.2;4011.64;-3.73;1.08;-85656.56
2270.7;42.44;-2.06;4003.41;-3.76;1.1;-79693.56
2270.8;42.8;-1.91;3996.98;-3.79;1.12;-75031.86
2270.9;43.26;-1.76;3992.69;-3.82;1.14;-71201.11
2271;43.79;-1.6;3991.06;-3.85;1.16;-67775.41
2271.1;44.36;-1.44;3992.45;-3.88;1.18;-65354.83
2271.2;44.93;-1.29;3996.82;-3.92;1.19;-64992.78
2271.3;45.46;-1.13;4003.85;-3.95;1.19;-67136.75
2271.4;45.91;-0.97;4013.14;-3.99;1.18;-71498.84
2271.5;46.26;-0.82;4024.41;-4.03;1.17;-78469.62
2271.6;46.48;-0.67;4037.56;-4.07;1.14;-87680.08
2271.7;46.56;-0.53;4052.47;-4.11;1.09;-101519.45
2271.8;46.49;-0.39;4069.1;-4.15;1.03;-119084.33
2271.9;46.26;-0.26;4087.68;-4.19;0.96;-139655.07
2272;45.88;-0.13;4108.5;-4.24;0.87;-163256.77
2272.1;45.36;0.01;4131.79;-4.28;0.77;-190469.09
2272.2;44.72;0.14;4157.48;-4.32;0.65;-221161.67
2272.3;43.97;0.29;4185.25;-4.37;0.54;-250182.89
2272.4;43.13;0.44;4214.66;-4.41;0.42;-279836.47
2272.5;42.24;0.6;4245.24;-4.46;0.31;-309628.62
2272.6;41.31;0.78;4276.71;-4.5;0.19;-339238.19
2272.7;40.37;0.98;4309.01;-4.54;0.07;-368312.53
