"Time (ms)";"Recording (a.u.)"
4.631425433E1;1.303140355E-2
4.633508845E1;1.431318094E-2
4.635592257E1;1.532029176E-2
4.637675670E1;1.510666219E-2
4.639759082E1;1.400799585E-2
4.641842494E1;1.287881100E-2
4.643925906E1;1.178014466E-2
4.646009319E1;1.052888577E-2
4.648092731E1;9.338663900E-3
4.650176143E1;8.148442030E-3
4.652259555E1;7.629627369E-3
4.654342968E1;7.812738426E-3
4.656426380E1;8.117923521E-3
4.658509792E1;7.385479293E-3
4.660593204E1;4.882961516E-3
4.662676617E1;1.068147832E-3
4.664760029E1;-2.166814173E-3
4.666843441E1;-3.814813684E-3
4.668926853E1;-3.845332194E-3
4.671010266E1;-3.204443495E-3
4.673093678E1;-2.960295419E-3
4.675177090E1;-3.631702628E-3
4.677260502E1;-5.523850215E-3
4.679343915E1;-8.117923521E-3
4.681427327E1;-1.095614490E-2
4.683510739E1;-1.330607013E-2
4.685594151E1;-1.409955138E-2
4.687677564E1;-1.394695883E-2
4.689760976E1;-1.422162542E-2
4.691844388E1;-1.629688406E-2
4.693927800E1;-1.901303140E-2
4.696011213E1;-2.121036409E-2
4.698094625E1;-2.249214148E-2
4.700178037E1;-2.374340037E-2
4.702261449E1;-2.542191839E-2
4.704344862E1;-2.728354747E-2
4.706428274E1;-2.792443617E-2
4.708511686E1;-2.740562151E-2
4.710595098E1;-2.737510300E-2
4.712678511E1;-2.780236213E-2
4.714761923E1;-2.816858425E-2
4.716845335E1;-2.822962127E-2
4.718928747E1;-2.890102847E-2
4.721012160E1;-2.941984313E-2
4.723095572E1;-2.990813929E-2
4.725178984E1;-3.018280587E-2
4.727262396E1;-3.030487991E-2
4.729345809E1;-2.941984313E-2
4.731429221E1;-2.813806574E-2
4.733512633E1;-2.734458449E-2
4.735596045E1;-2.740562151E-2
4.737679458E1;-2.771080660E-2
4.739762870E1;-2.691732536E-2
4.741846282E1;-2.572710349E-2
4.743929694E1;-2.502517777E-2
4.746013107E1;-2.481154820E-2
4.748096519E1;-2.267525254E-2
4.750179931E1;-1.879940184E-2
4.752263343E1;-1.559495834E-2
4.754346756E1;-1.419110691E-2
4.756430168E1;-1.416058840E-2
4.758513580E1;-1.345866268E-2
4.760596992E1;-1.113925596E-2
4.762680405E1;-8.423108615E-3
4.764763817E1;-5.554368725E-3
4.766847229E1;-2.868739891E-3
4.768930641E1;-1.403851436E-3
4.771014054E1;-6.103701895E-4
4.773097466E1;-3.051850948E-5
4.775180878E1;1.373332926E-3
4.777264290E1;3.051850948E-3
4.779347703E1;4.638813440E-3
4.781431115E1;6.744590594E-3
4.783514527E1;1.004058962E-2
4.785597939E1;1.406903287E-2
4.787681352E1;1.699880978E-2
4.789764764E1;1.855525376E-2
4.791848176E1;1.962340159E-2
4.793931588E1;2.078310495E-2
4.796015001E1;2.212591937E-2
4.798098413E1;2.371288186E-2
4.800181825E1;2.603228858E-2
4.802265237E1;2.957243568E-2
4.804348650E1;3.344828639E-2
4.806432062E1;3.616443373E-2
4.808515474E1;3.671376690E-2
4.810598886E1;3.616443373E-2
4.812682299E1;3.555406354E-2
4.814765711E1;3.677480392E-2
4.816849123E1;3.924680319E-2
4.818932535E1;4.153569140E-2
4.821015948E1;4.309213538E-2
4.823099360E1;4.342783898E-2
4.825182772E1;4.406872768E-2
4.827266184E1;4.507583850E-2
4.829349597E1;4.559465316E-2
4.831433009E1;4.589983825E-2
4.833516421E1;4.629657888E-2
4.835599833E1;4.788354137E-2
4.837683246E1;4.971465194E-2
4.839766658E1;5.044709616E-2
4.841850070E1;5.008087405E-2
4.843933482E1;4.879909665E-2
4.846016895E1;4.794457839E-2
4.848100307E1;4.770043031E-2
4.850183719E1;4.757835627E-2
4.852267131E1;4.678487503E-2
4.854350544E1;4.495376446E-2
4.856433956E1;4.248176519E-2
4.858517368E1;4.031495102E-2
4.860600780E1;3.946043275E-2
4.862684193E1;3.939939573E-2
4.864767605E1;3.921628468E-2
4.866851017E1;3.787347026E-2
4.868934429E1;3.509628590E-2
4.871017842E1;3.186132389E-2
4.873101254E1;2.819910276E-2
4.875184666E1;2.505569628E-2
4.877268078E1;2.316354869E-2
4.879351491E1;2.291940062E-2
4.881434903E1;2.301095614E-2
4.883518315E1;2.185125278E-2
4.885601727E1;1.956236457E-2
4.887685140E1;1.675466170E-2
4.889768552E1;1.351969970E-2
4.891851964E1;9.491256447E-3
4.893935376E1;5.645924253E-3
4.896018789E1;2.960295419E-3
4.898102201E1;6.408886990E-4
4.900185613E1;-1.586962493E-3
4.902269025E1;-5.218665120E-3
4.904352438E1;-9.338663900E-3
4.906435850E1;-1.303140355E-2
4.908519262E1;-1.675466170E-2
4.910602674E1;-1.965392010E-2
4.912686087E1;-2.246162297E-2
4.914769499E1;-2.514725181E-2
4.916852911E1;-2.734458449E-2
4.918936323E1;-2.880947295E-2
4.921019736E1;-2.926725059E-2
4.923103148E1;-3.003021332E-2
4.925186560E1;-3.238013855E-2
4.927269972E1;-3.674428541E-2
4.929353385E1;-4.123050630E-2
4.931436797E1;-4.458754234E-2
4.933520209E1;-4.696798608E-2
4.935603621E1;-4.776146733E-2
4.937687034E1;-4.748680074E-2
4.939770446E1;-4.733420820E-2
4.941853858E1;-4.815820795E-2
4.943937270E1;-5.059968871E-2
4.946020683E1;-5.288857692E-2
4.948104095E1;-5.355998413E-2
4.950187507E1;-5.337687307E-2
4.952270919E1;-5.429242836E-2
4.954354332E1;-5.594042787E-2
4.956437744E1;-5.694753868E-2
4.958521156E1;-5.645924253E-2
4.960604568E1;-5.569627979E-2
4.962687981E1;-5.554368725E-2
4.964771393E1;-5.517746513E-2
4.966854805E1;-5.493331706E-2
4.968938217E1;-5.481124302E-2
4.971021630E1;-5.471968749E-2
4.973105042E1;-5.471968749E-2
4.975188454E1;-5.371257668E-2
4.977271866E1;-5.310220649E-2
4.979355279E1;-5.310220649E-2
4.981438691E1;-5.310220649E-2
4.983522103E1;-5.114902188E-2
4.985605515E1;-4.837183752E-2
4.987688928E1;-4.657124546E-2
4.989772340E1;-4.583880123E-2
4.991855752E1;-4.370250557E-2
4.993939164E1;-4.055909909E-2
4.996022577E1;-3.784295175E-2
4.998105989E1;-3.677480392E-2
5.000189401E1;-3.457747124E-2
5.002272813E1;-2.963347270E-2
5.004356226E1;-2.398754845E-2
5.006439638E1;-2.023377178E-2
5.008523050E1;-1.879940184E-2
5.010606462E1;-1.788384655E-2
5.012689875E1;-1.709036531E-2
5.014773287E1;-1.647999512E-2
5.016856699E1;-1.541184729E-2
5.018940111E1;-1.306192206E-2
5.021023524E1;-9.430219428E-3
5.023106936E1;-5.829035310E-3
5.025190348E1;-2.258369701E-3
5.027273760E1;1.281777398E-3
5.029357173E1;4.760887478E-3
5.031440585E1;7.415997803E-3
5.033523997E1;9.063997314E-3
5.035607409E1;1.116977447E-2
5.037690822E1;1.425214393E-2
5.039774234E1;1.760917997E-2
5.041857646E1;2.038636433E-2
5.043941058E1;2.203436384E-2
5.046024471E1;2.359080782E-2
5.048107883E1;2.536088137E-2
5.050191295E1;2.706991791E-2
5.052274707E1;2.951139866E-2
5.054358120E1;3.283791620E-2
5.056441532E1;3.662221137E-2
5.058524944E1;3.897213660E-2
5.060608356E1;3.997924741E-2
5.062691769E1;4.113895077E-2
5.064775181E1;4.275643178E-2
5.066858593E1;4.522843104E-2
5.068942005E1;4.690694906E-2
5.071025418E1;4.736472671E-2
5.073108830E1;4.718161565E-2
5.075192242E1;4.675435652E-2
5.077275654E1;4.687643056E-2
5.079359067E1;4.757835627E-2
5.081442479E1;4.971465194E-2
5.083525891E1;5.236976226E-2
5.085609303E1;5.386516923E-2
5.087692716E1;5.423139134E-2
5.089776128E1;5.313272500E-2
5.091859540E1;5.133213294E-2
5.093942952E1;4.901272622E-2
5.096026365E1;4.657124546E-2
5.098109777E1;4.528946806E-2
5.100193189E1;4.504531999E-2
5.102276601E1;4.593035676E-2
5.104360014E1;4.654072695E-2
5.106443426E1;4.657124546E-2
5.108526838E1;4.583880123E-2
5.110610250E1;4.379406110E-2
5.112693663E1;4.113895077E-2
5.114777075E1;3.811761834E-2
5.116860487E1;3.637806330E-2
5.118943899E1;3.485213782E-2
5.121027312E1;3.350932340E-2
5.123110724E1;3.286843471E-2
5.125194136E1;3.170873135E-2
5.127277548E1;3.021332438E-2
5.129360961E1;2.774132511E-2
5.131444373E1;2.459791864E-2
5.133527785E1;2.154606769E-2
5.135611197E1;1.873836482E-2
5.137694610E1;1.687673574E-2
5.139778022E1;1.507614368E-2
5.141861434E1;1.416058840E-2
5.143944846E1;1.284829249E-2
5.146028259E1;1.077303385E-2
5.148111671E1;7.751701407E-3
5.150195083E1;4.181035798E-3
5.152278495E1;2.136295663E-4
5.154361908E1;-2.746665853E-3
5.156445320E1;-3.875850703E-3
5.158528732E1;-4.394665365E-3
5.160612144E1;-6.408886990E-3
5.162695557E1;-9.186071352E-3
5.164778969E1;-1.214636677E-2
5.166862381E1;-1.361125523E-2
5.168945793E1;-1.452681051E-2
5.171029206E1;-1.541184729E-2
5.173112618E1;-1.632740257E-2
5.175196030E1;-1.770073550E-2
5.177279442E1;-1.965392010E-2
5.179362855E1;-2.215643788E-2
5.181446267E1;-2.337717826E-2
5.183529679E1;-2.359080782E-2
5.185613091E1;-2.380443739E-2
5.187696504E1;-2.487258522E-2
5.189779916E1;-2.679525132E-2
5.191863328E1;-2.804651021E-2
5.193946740E1;-2.880947295E-2
5.196030153E1;-2.920621357E-2
5.198113565E1;-2.899258400E-2
5.200196977E1;-2.838221381E-2
5.202280389E1;-2.737510300E-2
5.204363802E1;-2.737510300E-2
5.206447214E1;-2.887050996E-2
5.208530626E1;-3.082369457E-2
5.210614038E1;-3.115939817E-2
5.212697451E1;-2.935880612E-2
5.214780863E1;-2.710043641E-2
5.216864275E1;-2.517777032E-2
5.218947687E1;-2.398754845E-2
5.221031100E1;-2.331614124E-2
5.223114512E1;-2.282784509E-2
5.225197924E1;-2.215643788E-2
5.227281336E1;-2.124088260E-2
5.229364749E1;-1.950132756E-2
5.231448161E1;-1.794488357E-2
5.233531573E1;-1.736503189E-2
5.235614985E1;-1.748710593E-2
5.237698398E1;-1.721243934E-2
5.239781810E1;-1.590014344E-2
5.241865222E1;-1.391644032E-2
5.243948634E1;-1.165807062E-2
5.246032047E1;-9.308145390E-3
5.248115459E1;-7.782219916E-3
5.250198871E1;-7.293923765E-3
5.252282283E1;-7.354960784E-3
5.254365696E1;-6.653035066E-3
5.256449108E1;-4.150517289E-3
5.258532520E1;-5.493331706E-4
5.260615932E1;1.922666097E-3
5.262699345E1;2.655110324E-3
5.264782757E1;2.471999268E-3
5.266866169E1;2.533036287E-3
5.268949581E1;3.509628590E-3
5.271032994E1;5.859553819E-3
5.273116406E1;9.063997314E-3
5.275199818E1;1.190221870E-2
5.277283230E1;1.278725547E-2
5.279366643E1;1.199377422E-2
5.281450055E1;1.058992279E-2
5.283533467E1;1.019318216E-2
5.285616879E1;1.095614490E-2
5.287700292E1;1.293984802E-2
5.289783704E1;1.498458815E-2
5.291867116E1;1.660206915E-2
5.293950528E1;1.684621723E-2
5.296033941E1;1.550340281E-2
5.298117353E1;1.370281075E-2
5.300200765E1;1.281777398E-2
5.302284177E1;1.333658864E-2
5.304367590E1;1.519821772E-2
5.306451002E1;1.663258766E-2
5.308534414E1;1.748710593E-2
5.310617826E1;1.770073550E-2
5.312701239E1;1.754814295E-2
5.314784651E1;1.647999512E-2
5.316868063E1;1.519821772E-2
5.318951475E1;1.391644032E-2
5.321034888E1;1.257362590E-2
5.323118300E1;1.174962615E-2
5.325201712E1;1.104770043E-2
5.327285124E1;1.092562639E-2
5.329368537E1;1.120029298E-2
5.331451949E1;1.095614490E-2
5.333535361E1;9.826960051E-3
5.335618773E1;7.202368236E-3
5.337702186E1;4.272591327E-3
5.339785598E1;1.922666097E-3
5.341869010E1;4.577776421E-4
5.343952422E1;2.746665853E-4
5.346035835E1;3.357036042E-4
5.348119247E1;3.051850948E-4
5.350202659E1;-4.272591327E-4
5.352286071E1;-1.831110569E-3
5.354369484E1;-3.814813684E-3
5.356452896E1;-6.012146367E-3
5.358536308E1;-7.721182897E-3
5.360619720E1;-9.338663900E-3
5.362703133E1;-1.104770043E-2
5.364786545E1;-1.254310739E-2
5.366869957E1;-1.376384777E-2
5.368953369E1;-1.470992157E-2
5.371036782E1;-1.547288430E-2
5.373120194E1;-1.660206915E-2
5.375203606E1;-1.892147588E-2
5.377287018E1;-2.264473403E-2
5.379370431E1;-2.606280709E-2
5.381453843E1;-2.865688040E-2
5.383537255E1;-2.887050996E-2
5.385620667E1;-2.780236213E-2
5.387704080E1;-2.645954772E-2
5.389787492E1;-2.502517777E-2
5.391870904E1;-2.481154820E-2
5.393954316E1;-2.615436262E-2
5.396037729E1;-2.850428785E-2
5.398121141E1;-3.106784265E-2
5.400204553E1;-3.186132389E-2
5.402287965E1;-3.070162053E-2
5.404371378E1;-2.838221381E-2
5.406454790E1;-2.685628834E-2
5.408538202E1;-2.621539964E-2
5.410621614E1;-2.615436262E-2
5.412705027E1;-2.612384411E-2
5.414788439E1;-2.658162175E-2
5.416871851E1;-2.822962127E-2
5.418955263E1;-2.941984313E-2
5.421038676E1;-2.963347270E-2
5.423122088E1;-2.764976959E-2
5.425205500E1;-2.462843715E-2
5.427288912E1;-2.151554918E-2
5.429372325E1;-1.889095737E-2
5.431455737E1;-1.770073550E-2
5.433539149E1;-1.690725425E-2
5.435622561E1;-1.684621723E-2
5.437705974E1;-1.623584704E-2
5.439789386E1;-1.495406964E-2
5.441872798E1;-1.309244057E-2
5.443956210E1;-1.025421918E-2
5.446039623E1;-7.599108860E-3
5.448123035E1;-5.401776177E-3
5.450206447E1;-3.418073061E-3
5.452289859E1;-2.075258644E-3
5.454373272E1;-3.662221137E-4
5.456456684E1;1.281777398E-3
5.458540096E1;2.777184362E-3
5.460623508E1;4.425183874E-3
5.462706921E1;6.530961028E-3
5.464790333E1;9.216589862E-3
5.466873745E1;1.260414441E-2
5.468957157E1;1.666310617E-2
5.471040570E1;1.974547563E-2
5.473123982E1;2.166814173E-2
5.475207394E1;2.261421552E-2
5.477290806E1;2.331614124E-2
5.479374219E1;2.459791864E-2
5.481457631E1;2.624591815E-2
5.483541043E1;2.832117679E-2
5.485624455E1;3.137302774E-2
5.487707868E1;3.430280465E-2
5.489791280E1;3.656117435E-2
5.491874692E1;3.769035920E-2
5.493958104E1;3.787347026E-2
5.496041517E1;3.735465560E-2
5.498124929E1;3.747672964E-2
5.500208341E1;3.894161809E-2
5.502291753E1;4.165776543E-2
5.504375166E1;4.498428297E-2
5.506458578E1;4.809717093E-2
5.508541990E1;5.056917020E-2
5.510625402E1;5.136265145E-2
5.512708815E1;5.029450362E-2
5.514792227E1;4.861598560E-2
5.516875639E1;4.791405988E-2
5.518959051E1;4.806665242E-2
5.521042464E1;4.831080050E-2
5.523125876E1;4.873805963E-2
5.525209288E1;4.919583728E-2
5.527292700E1;4.904324473E-2
5.529376113E1;4.846339305E-2
5.531459525E1;4.766991180E-2
5.533542937E1;4.715109714E-2
5.535626349E1;4.605243080E-2
5.537709762E1;4.412976470E-2
5.539793174E1;4.196295053E-2
5.541876586E1;4.037598804E-2
5.543959998E1;4.004028443E-2
5.546043411E1;3.997924741E-2
5.548126823E1;3.949095126E-2
5.550210235E1;3.836176641E-2
5.552293647E1;3.616443373E-2
5.554377060E1;3.384502701E-2
5.556460472E1;3.054902799E-2
5.558543884E1;2.737510300E-2
5.560627296E1;2.441480758E-2
5.562710709E1;2.227851192E-2
5.564794121E1;2.041688284E-2
5.566877533E1;1.821955016E-2
5.568960945E1;1.632740257E-2
5.571044358E1;1.406903287E-2
5.573127770E1;1.162755211E-2
5.575211182E1;8.301034577E-3
5.577294594E1;3.540147099E-3
5.579378007E1;-1.647999512E-3
5.581461419E1;-6.195257424E-3
5.583544831E1;-9.460737938E-3
5.585628243E1;-1.147495956E-2
5.587711656E1;-1.260414441E-2
5.589795068E1;-1.324503311E-2
5.591878480E1;-1.495406964E-2
5.593961892E1;-1.773125401E-2
5.596045305E1;-2.182073428E-2
5.598128717E1;-2.606280709E-2
5.600212129E1;-2.966399121E-2
5.602295541E1;-3.247169408E-2
5.604378954E1;-3.378398999E-2
5.606462366E1;-3.503524888E-2
5.608545778E1;-3.628650777E-2
5.610629190E1;-3.848384045E-2
5.612712603E1;-4.165776543E-2
5.614796015E1;-4.480117191E-2
5.616879427E1;-4.824976348E-2
5.618962840E1;-5.169835505E-2
5.621046252E1;-5.435346538E-2
5.623129664E1;-5.554368725E-2
5.625213076E1;-5.508590960E-2
5.627296489E1;-5.465865047E-2
5.629379901E1;-5.444502091E-2
5.631463313E1;-5.508590960E-2
5.633546725E1;-5.648976104E-2
5.635630138E1;-5.850398267E-2
5.637713550E1;-6.103701895E-2
5.639796962E1;-6.259346294E-2
5.641880374E1;-6.335642567E-2
5.643963787E1;-6.323435163E-2
5.646047199E1;-6.192205573E-2
5.648130611E1;-5.987731559E-2
5.650214023E1;-5.807672353E-2
5.652297436E1;-5.764946440E-2
5.654380848E1;-5.874813074E-2
5.656464260E1;-5.993835261E-2
5.658547672E1;-6.015198218E-2
5.660631085E1;-5.960264901E-2
5.662714497E1;-5.832087161E-2
5.664797909E1;-5.563524277E-2
5.666881321E1;-5.197302164E-2
5.668964734E1;-4.791405988E-2
5.671048146E1;-4.474013489E-2
5.673131558E1;-4.318369091E-2
5.675214970E1;-4.226813562E-2
5.677298383E1;-4.168828394E-2
5.679381795E1;-4.089480270E-2
5.681465207E1;-3.955198828E-2
5.683548619E1;-3.714102603E-2
5.685632032E1;-3.344828639E-2
5.687715444E1;-2.917569506E-2
5.689798856E1;-2.511673330E-2
5.691882268E1;-2.191228980E-2
5.693965681E1;-1.931821650E-2
5.696049093E1;-1.806695761E-2
5.698132505E1;-1.806695761E-2
5.700215917E1;-1.681569872E-2
5.702299330E1;-1.406903287E-2
5.704382742E1;-1.004058962E-2
5.706466154E1;-5.310220649E-3
5.708549566E1;-7.934812464E-4
5.710632979E1;3.448591571E-3
5.712716391E1;6.622516556E-3
5.714799803E1;9.582811975E-3
5.716883215E1;1.242103336E-2
5.718966628E1;1.516769921E-2
5.721050040E1;1.837214270E-2
5.723133452E1;2.093569750E-2
5.725216864E1;2.316354869E-2
5.727300277E1;2.496414075E-2
5.729383689E1;2.667317728E-2
5.731467101E1;2.874843593E-2
5.733550513E1;3.088473159E-2
5.735633926E1;3.332621235E-2
5.737717338E1;3.579821162E-2
5.739800750E1;3.878902554E-2
5.741884162E1;4.046754357E-2
5.743967575E1;4.104739525E-2
5.746050987E1;4.187139500E-2
5.748134399E1;4.373302408E-2
5.750217811E1;4.562517167E-2
5.752301224E1;4.651020844E-2
5.754384636E1;4.739524522E-2
5.756468048E1;4.861598560E-2
5.758551460E1;4.962309641E-2
5.760634873E1;5.035554064E-2
5.762718285E1;5.069124424E-2
5.764801697E1;5.105746635E-2
5.766885109E1;5.111850337E-2
5.768968522E1;5.084383679E-2
5.771051934E1;5.044709616E-2
5.773135346E1;5.047761467E-2
5.775218758E1;5.078279977E-2
5.777302171E1;5.093539232E-2
5.779385583E1;5.102694784E-2
5.781468995E1;5.038605914E-2
5.783552407E1;4.925687429E-2
5.785635820E1;4.739524522E-2
5.787719232E1;4.531998657E-2
5.789802644E1;4.358043153E-2
5.791886056E1;4.239020966E-2
5.793969469E1;4.205450606E-2
5.796052881E1;4.187139500E-2
5.798136293E1;4.119998779E-2
5.800219705E1;4.031495102E-2
5.802303118E1;3.805658132E-2
5.804386530E1;3.497421186E-2
5.806469942E1;3.167821284E-2
5.808553354E1;2.871791742E-2
5.810636767E1;2.597125156E-2
5.812720179E1;2.346873379E-2
5.814803591E1;2.102725303E-2
5.816887003E1;1.922666097E-2
5.818970416E1;1.837214270E-2
5.821053828E1;1.751762444E-2
5.823137240E1;1.538132878E-2
5.825220652E1;1.248207038E-2
5.827304065E1;9.277626881E-3
5.829387477E1;6.164738914E-3
5.831470889E1;3.357036042E-3
5.833554301E1;1.129184851E-3
5.835637714E1;3.051850948E-5
5.837721126E1;-7.934812464E-4
5.839804538E1;-2.349925230E-3
5.841887950E1;-5.096591082E-3
5.843971363E1;-8.301034577E-3
5.846054775E1;-1.168858913E-2
5.848138187E1;-1.483199561E-2
5.850221599E1;-1.712088382E-2
5.852305012E1;-1.818903165E-2
5.854388424E1;-1.858577227E-2
5.856471836E1;-1.925717948E-2
5.858555248E1;-2.087466048E-2
5.860638661E1;-2.273628956E-2
5.862722073E1;-2.496414075E-2
5.864805485E1;-2.658162175E-2
5.866888897E1;-2.728354747E-2
5.868972310E1;-2.768028809E-2
5.871055722E1;-2.801599170E-2
5.873139134E1;-2.853480636E-2
5.875222546E1;-2.896206549E-2
5.877305959E1;-2.941984313E-2
5.879389371E1;-2.969450972E-2
5.881472783E1;-2.987762078E-2
5.883556195E1;-2.987762078E-2
5.885639608E1;-2.969450972E-2
5.887723020E1;-2.993865780E-2
5.889806432E1;-3.064058351E-2
5.891889844E1;-3.164769433E-2
5.893973257E1;-3.189184240E-2
5.896056669E1;-3.115939817E-2
5.898140081E1;-3.009125034E-2
5.900223493E1;-2.868739891E-2
5.902306906E1;-2.792443617E-2
5.904390318E1;-2.740562151E-2
5.906473730E1;-2.673421430E-2
5.908557142E1;-2.563554796E-2
5.910640555E1;-2.389599292E-2
5.912723967E1;-2.154606769E-2
5.914807379E1;-1.928769799E-2
5.916890791E1;-1.724295785E-2
5.918974204E1;-1.547288430E-2
5.921057616E1;-1.437421796E-2
5.923141028E1;-1.339762566E-2
5.925224440E1;-1.284829249E-2
5.927307853E1;-1.202429273E-2
5.929391265E1;-1.080355235E-2
5.931474677E1;-9.613330485E-3
5.933558089E1;-7.965330973E-3
5.935641502E1;-5.890072329E-3
5.937724914E1;-3.936887722E-3
5.939808326E1;-2.624591815E-3
5.941891738E1;-1.892147588E-3
5.943975151E1;-1.068147832E-3
5.946058563E1;-1.525925474E-4
5.948141975E1;1.007110813E-3
5.950225387E1;2.655110324E-3
5.952308800E1;4.577776421E-3
5.954392212E1;6.378368480E-3
5.956475624E1;7.538071841E-3
5.958559036E1;8.178960540E-3
5.960642449E1;8.636738182E-3
5.962725861E1;9.308145390E-3
5.964809273E1;1.049836726E-2
5.966892685E1;1.196325571E-2
5.968976098E1;1.333658864E-2
5.971059510E1;1.413006989E-2
5.973142922E1;1.461836604E-2
5.975226334E1;1.492355113E-2
5.977309747E1;1.504562517E-2
5.979393159E1;1.516769921E-2
5.981476571E1;1.583910642E-2
5.983559983E1;1.672414319E-2
5.985643396E1;1.754814295E-2
5.987726808E1;1.779229102E-2
5.989810220E1;1.693777276E-2
5.991893632E1;1.574755089E-2
5.993977045E1;1.461836604E-2
5.996060457E1;1.385540330E-2
5.998143869E1;1.309244057E-2
6.000227281E1;1.211584826E-2
6.002310694E1;1.141392254E-2
6.004394106E1;1.141392254E-2
6.006477518E1;1.181066317E-2
6.008560930E1;1.126133000E-2
6.010644343E1;1.004058962E-2
6.012727755E1;8.911404767E-3
6.014811167E1;7.477034822E-3
6.016894579E1;5.920590838E-3
6.018977992E1;4.303109836E-3
6.021061404E1;3.173924986E-3
6.023144816E1;2.594073305E-3
6.025228228E1;1.739555040E-3
6.027311641E1;1.007110813E-3
6.029395053E1;6.103701895E-4
6.031478465E1;3.051850948E-4
6.033561877E1;-1.007110813E-3
6.035645290E1;-2.716147343E-3
6.037728702E1;-4.516739402E-3
6.039812114E1;-6.530961028E-3
6.041895526E1;-7.934812464E-3
6.043978939E1;-9.369182409E-3
6.046062351E1;-1.086458937E-2
6.048145763E1;-1.266518143E-2
6.050229175E1;-1.507614368E-2
6.052312588E1;-1.727347636E-2
6.054396000E1;-1.944029054E-2
6.056479412E1;-2.056947539E-2
6.058562824E1;-2.114932707E-2
6.060646237E1;-2.175969726E-2
6.062729649E1;-2.203436384E-2
6.064813061E1;-2.291940062E-2
6.066896473E1;-2.398754845E-2
6.068979886E1;-2.533036287E-2
6.071063298E1;-2.670369579E-2
6.073146710E1;-2.807702872E-2
6.075230122E1;-2.914517655E-2
6.077313535E1;-2.972502823E-2
6.079396947E1;-2.975554674E-2
6.081480359E1;-2.902310251E-2
6.083563771E1;-2.731406598E-2
6.085647184E1;-2.587969604E-2
6.087730596E1;-2.520828883E-2
6.089814008E1;-2.505569628E-2
6.091897420E1;-2.517777032E-2
6.093980833E1;-2.612384411E-2
6.096064245E1;-2.728354747E-2
6.098147657E1;-2.780236213E-2
6.100231069E1;-2.768028809E-2
6.102314482E1;-2.670369579E-2
6.104397894E1;-2.560502945E-2
6.106481306E1;-2.426221503E-2
6.108564718E1;-2.249214148E-2
6.110648131E1;-2.072206793E-2
6.112731543E1;-1.947080905E-2
6.114814955E1;-1.898251289E-2
6.116898367E1;-1.858577227E-2
6.118981780E1;-1.751762444E-2
6.121065192E1;-1.483199561E-2
6.123148604E1;-1.129184851E-2
6.125232016E1;-7.629627369E-3
6.127315429E1;-4.272591327E-3
6.129398841E1;-2.075258644E-3
6.131482253E1;-7.629627369E-4
6.133565665E1;0.000000000E0
6.135649078E1;6.103701895E-4
6.137732490E1;1.770073550E-3
6.139815902E1;3.051850948E-3
6.141899314E1;5.493331706E-3
6.143982727E1;9.002960295E-3
6.146066139E1;1.297036653E-2
6.148149551E1;1.632740257E-2
6.150232963E1;1.837214270E-2
6.152316376E1;2.026429029E-2
6.154399788E1;2.163762322E-2
6.156483200E1;2.313303018E-2
6.158566612E1;2.462843715E-2
6.160650025E1;2.624591815E-2
6.162733437E1;2.902310251E-2
6.164816849E1;3.180028687E-2
6.166900261E1;3.473006378E-2
6.168983674E1;3.759880367E-2
6.171067086E1;3.967406232E-2
6.173150498E1;4.159672842E-2
6.175233910E1;4.269539476E-2
6.177317323E1;4.315317240E-2
6.179400735E1;4.339732047E-2
6.181484147E1;4.345835749E-2
6.183567559E1;4.446546831E-2
6.185650972E1;4.596087527E-2
6.187734384E1;4.797509690E-2
6.189817796E1;4.998931852E-2
6.191901208E1;5.175939207E-2
6.193984621E1;5.261391034E-2
6.196068033E1;5.224768822E-2
6.198151445E1;5.185094760E-2
6.200234857E1;5.145420698E-2
6.202318270E1;5.108798486E-2
6.204401682E1;5.096591082E-2
6.206485094E1;5.127109592E-2
6.208568506E1;5.203405866E-2
6.210651919E1;5.249183630E-2
6.212735331E1;5.197302164E-2
6.214818743E1;5.066072573E-2
6.216902155E1;4.898220771E-2
6.218985568E1;4.718161565E-2
6.221068980E1;4.455702383E-2
6.223152392E1;4.229865413E-2
6.225235804E1;4.077272866E-2
6.227319217E1;4.007080294E-2
6.229402629E1;3.912472915E-2
6.231486041E1;3.756828516E-2
6.233569453E1;3.567613758E-2
6.235652866E1;3.320413831E-2
6.237736278E1;2.999969481E-2
6.239819690E1;2.673421430E-2
6.241903102E1;2.392651143E-2
6.243986515E1;2.191228980E-2
6.246069927E1;2.020325327E-2
6.248153339E1;1.840266121E-2
6.250236751E1;1.562547685E-2
6.252320164E1;1.260414441E-2
6.254403576E1;9.338663900E-3
6.256486988E1;6.195257424E-3
6.258570400E1;3.387554552E-3
6.260653813E1;2.441480758E-4
6.262737225E1;-3.112887967E-3
6.264820637E1;-5.920590838E-3
6.266904049E1;-8.209479049E-3
6.268987462E1;-1.043733024E-2
6.271070874E1;-1.333658864E-2
6.273154286E1;-1.599169897E-2
6.275237698E1;-1.867732780E-2
6.277321111E1;-2.136295663E-2
6.279404523E1;-2.468947417E-2
6.281487935E1;-2.865688040E-2
6.283571347E1;-3.167821284E-2
6.285654760E1;-3.430280465E-2
6.287738172E1;-3.656117435E-2
6.289821584E1;-3.833124790E-2
6.291904996E1;-4.031495102E-2
6.293988409E1;-4.232917264E-2
