"Time (ms)";"Recording (a.u.)"
2.661142468E2;-9.826960051E-3
2.661350809E2;-8.301034577E-3
2.661559150E2;-6.988738670E-3
2.661767491E2;-5.615405744E-3
2.661975832E2;-4.181035798E-3
2.662184174E2;-2.594073305E-3
2.662392515E2;-1.220740379E-3
2.662600856E2;3.051850948E-4
2.662809197E2;1.678518021E-3
2.663017539E2;3.387554552E-3
2.663225880E2;4.760887478E-3
2.663434221E2;6.286812952E-3
2.663642562E2;7.690664388E-3
2.663850903E2;8.941923276E-3
2.664059245E2;1.016266366E-2
2.664267586E2;1.153599658E-2
2.664475927E2;1.263466292E-2
2.664684268E2;1.355021821E-2
2.664892610E2;1.455732902E-2
2.665100951E2;1.550340281E-2
2.665309292E2;1.660206915E-2
2.665517633E2;1.739555040E-2
2.665725974E2;1.806695761E-2
2.665934316E2;1.882992035E-2
2.666142657E2;1.919614246E-2
2.666350998E2;1.986754967E-2
2.666559339E2;2.020325327E-2
2.666767681E2;2.032532731E-2
2.666976022E2;2.063051241E-2
2.667184363E2;2.075258644E-2
2.667392704E2;2.075258644E-2
2.667601045E2;2.032532731E-2
2.667809387E2;2.005066073E-2
2.668017728E2;1.992858669E-2
2.668226069E2;1.937925352E-2
2.668434410E2;1.870784631E-2
2.668642752E2;1.806695761E-2
2.668851093E2;1.727347636E-2
2.669059434E2;1.641895810E-2
2.669267775E2;1.544236579E-2
2.669476117E2;1.431318094E-2
2.669684458E2;1.306192206E-2
2.669892799E2;1.187170019E-2
2.670101140E2;1.046784875E-2
2.670309481E2;9.125034333E-3
2.670517823E2;7.538071841E-3
2.670726164E2;5.951109348E-3
2.670934505E2;4.516739402E-3
2.671142846E2;2.777184362E-3
2.671351188E2;1.281777398E-3
2.671559529E2;-6.408886990E-4
2.671767870E2;-2.441480758E-3
2.671976211E2;-4.058961760E-3
2.672184552E2;-5.890072329E-3
2.672392894E2;-7.751701407E-3
2.672601235E2;-9.613330485E-3
2.672809576E2;-1.135288553E-2
2.673017917E2;-1.339762566E-2
2.673226259E2;-1.538132878E-2
2.673434600E2;-1.709036531E-2
2.673642941E2;-1.904354991E-2
2.673851282E2;-2.069154942E-2
2.674059623E2;-2.267525254E-2
2.674267965E2;-2.447584460E-2
2.674476306E2;-2.624591815E-2
2.674684647E2;-2.822962127E-2
2.674892988E2;-2.969450972E-2
2.675101330E2;-3.125095370E-2
2.675309671E2;-3.280739769E-2
2.675518012E2;-3.411969359E-2
2.675726353E2;-3.552354503E-2
2.675934694E2;-3.671376690E-2
2.676143036E2;-3.781243324E-2
2.676351377E2;-3.891109958E-2
2.676559718E2;-3.988769189E-2
2.676768059E2;-4.077272866E-2
2.676976401E2;-4.159672842E-2
2.677184742E2;-4.226813562E-2
2.677393083E2;-4.272591327E-2
2.677601424E2;-4.318369091E-2
2.677809766E2;-4.330576495E-2
2.678018107E2;-4.354991302E-2
2.678226448E2;-4.376354259E-2
2.678434789E2;-4.354991302E-2
2.678643130E2;-4.345835749E-2
2.678851472E2;-4.312265389E-2
2.679059813E2;-4.272591327E-2
2.679268154E2;-4.214606159E-2
2.679476495E2;-4.129154332E-2
2.679684837E2;-4.049806207E-2
2.679893178E2;-3.955198828E-2
2.680101519E2;-3.833124790E-2
2.680309860E2;-3.680532243E-2
2.680518201E2;-3.527939695E-2
2.680726543E2;-3.387554552E-2
2.680934884E2;-3.210547197E-2
2.681143225E2;-3.021332438E-2
2.681351566E2;-2.819910276E-2
2.681559908E2;-2.633747368E-2
2.681768249E2;-2.414014100E-2
2.681976590E2;-2.179021577E-2
2.682184931E2;-1.953184606E-2
2.682393272E2;-1.678518021E-2
2.682601614E2;-1.437421796E-2
2.682809955E2;-1.187170019E-2
2.683018296E2;-9.186071352E-3
2.683226637E2;-6.317331462E-3
2.683434979E2;-3.540147099E-3
2.683643320E2;-7.324442274E-4
2.683851661E2;2.227851192E-3
2.684060002E2;5.005035554E-3
2.684268343E2;8.056886502E-3
2.684476685E2;1.089510788E-2
2.684685026E2;1.379436628E-2
2.684893367E2;1.666310617E-2
2.685101708E2;1.953184606E-2
2.685310050E2;2.221747490E-2
2.685518391E2;2.502517777E-2
2.685726732E2;2.780236213E-2
2.685935073E2;3.048799097E-2
2.686143415E2;3.295999023E-2
2.686351756E2;3.564561907E-2
2.686560097E2;3.814813684E-2
2.686768438E2;4.052858058E-2
2.686976779E2;4.278695029E-2
2.687185121E2;4.498428297E-2
2.687393462E2;4.699850459E-2
2.687601803E2;4.904324473E-2
2.687810144E2;5.090487381E-2
2.688018486E2;5.258339183E-2
2.688226827E2;5.420087283E-2
2.688435168E2;5.575731681E-2
2.688643509E2;5.700857570E-2
2.688851850E2;5.835139012E-2
2.689060192E2;5.938901944E-2
2.689268533E2;6.009094516E-2
2.689476874E2;6.097598193E-2
2.689685215E2;6.134220405E-2
2.689893557E2;6.170842616E-2
2.690101898E2;6.186101871E-2
2.690310239E2;6.201361126E-2
2.690518580E2;6.189153722E-2
2.690726921E2;6.140324107E-2
2.690935263E2;6.112857448E-2
2.691143604E2;6.048768578E-2
2.691351945E2;5.957213050E-2
2.691560286E2;5.865657521E-2
2.691768628E2;5.761894589E-2
2.691976969E2;5.627613147E-2
2.692185310E2;5.471968749E-2
2.692393651E2;5.331583605E-2
2.692601992E2;5.172887356E-2
2.692810334E2;4.971465194E-2
2.693018675E2;4.779198584E-2
2.693227016E2;4.538102359E-2
2.693435357E2;4.309213538E-2
2.693643699E2;4.071169164E-2
2.693852040E2;3.805658132E-2
2.694060381E2;3.549302652E-2
2.694268722E2;3.268532365E-2
2.694477064E2;2.990813929E-2
2.694685405E2;2.679525132E-2
2.694893746E2;2.404858547E-2
2.695102087E2;2.108829005E-2
2.695310428E2;1.788384655E-2
2.695518770E2;1.464888455E-2
2.695727111E2;1.138340403E-2
2.695935452E2;8.362071596E-3
2.696143793E2;4.882961516E-3
2.696352135E2;1.709036531E-3
2.696560476E2;-1.525925474E-3
2.696768817E2;-4.882961516E-3
2.696977158E2;-8.056886502E-3
2.697185499E2;-1.126133000E-2
2.697393841E2;-1.464888455E-2
2.697602182E2;-1.791436506E-2
2.697810523E2;-2.105777154E-2
2.698018864E2;-2.392651143E-2
2.698227206E2;-2.719199194E-2
2.698435547E2;-3.003021332E-2
2.698643888E2;-3.305154576E-2
2.698852229E2;-3.579821162E-2
2.699060570E2;-3.851435896E-2
2.699268912E2;-4.107791375E-2
2.699477253E2;-4.339732047E-2
2.699685594E2;-4.583880123E-2
2.699893935E2;-4.806665242E-2
2.700102277E2;-5.017242958E-2
2.700310618E2;-5.212561419E-2
2.700518959E2;-5.377361370E-2
2.700727300E2;-5.563524277E-2
2.700935642E2;-5.703909421E-2
2.701143983E2;-5.819879757E-2
2.701352324E2;-5.948057497E-2
2.701560665E2;-6.048768578E-2
2.701769006E2;-6.131168554E-2
2.701977348E2;-6.189153722E-2
2.702185689E2;-6.241035188E-2
2.702394030E2;-6.262398144E-2
2.702602371E2;-6.292916654E-2
2.702810713E2;-6.283761101E-2
2.703019054E2;-6.268501846E-2
2.703227395E2;-6.250190741E-2
2.703435736E2;-6.204412976E-2
2.703644077E2;-6.146427808E-2
2.703852419E2;-6.067079684E-2
2.704060760E2;-5.969420454E-2
2.704269101E2;-5.862605670E-2
2.704477442E2;-5.722220527E-2
2.704685784E2;-5.594042787E-2
2.704894125E2;-5.441450240E-2
2.705102466E2;-5.294961394E-2
2.705310807E2;-5.096591082E-2
2.705519148E2;-4.892117069E-2
2.705727490E2;-4.715109714E-2
2.705935831E2;-4.495376446E-2
2.706144172E2;-4.260383923E-2
2.706352513E2;-4.022339549E-2
2.706560855E2;-3.775139622E-2
2.706769196E2;-3.512680441E-2
2.706977537E2;-3.228858303E-2
2.707185878E2;-2.990813929E-2
2.707394219E2;-2.710043641E-2
2.707602561E2;-2.429273354E-2
2.707810902E2;-2.163762322E-2
2.708019243E2;-1.837214270E-2
2.708227584E2;-1.571703238E-2
2.708435926E2;-1.263466292E-2
2.708644267E2;-9.887997070E-3
2.708852608E2;-6.866664632E-3
2.709060949E2;-3.936887722E-3
2.709269291E2;-1.373332926E-3
2.709477632E2;1.586962493E-3
2.709685973E2;4.486220893E-3
2.709894314E2;7.293923765E-3
2.710102655E2;9.735404523E-3
2.710310997E2;1.242103336E-2
2.710519338E2;1.510666219E-2
2.710727679E2;1.773125401E-2
2.710936020E2;2.026429029E-2
2.711144362E2;2.273628956E-2
2.711352703E2;2.499465926E-2
2.711561044E2;2.703939940E-2
2.711769385E2;2.911465804E-2
2.711977726E2;3.109836116E-2
2.712186068E2;3.299050874E-2
2.712394409E2;3.479110080E-2
2.712602750E2;3.646961882E-2
2.712811091E2;3.805658132E-2
2.713019433E2;3.961302530E-2
2.713227774E2;4.086428419E-2
2.713436115E2;4.193243202E-2
2.713644456E2;4.297006134E-2
2.713852797E2;4.391613514E-2
2.714061139E2;4.449598682E-2
2.714269480E2;4.498428297E-2
2.714477821E2;4.538102359E-2
2.714686162E2;4.568620869E-2
2.714894504E2;4.583880123E-2
2.715102845E2;4.593035676E-2
2.715311186E2;4.565569018E-2
2.715519527E2;4.541154210E-2
2.715727868E2;4.483169042E-2
2.715936210E2;4.428235725E-2
2.716144551E2;4.364146855E-2
2.716352892E2;4.251228370E-2
2.716561233E2;4.156620991E-2
2.716769575E2;4.040650655E-2
2.716977916E2;3.912472915E-2
2.717186257E2;3.796502579E-2
2.717394598E2;3.650013733E-2
2.717602940E2;3.503524888E-2
2.717811281E2;3.332621235E-2
2.718019622E2;3.152562029E-2
2.718227963E2;2.981658376E-2
2.718436304E2;2.801599170E-2
2.718644646E2;2.600177007E-2
2.718852987E2;2.404858547E-2
2.719061328E2;2.203436384E-2
2.719269669E2;2.014221625E-2
2.719478011E2;1.788384655E-2
2.719686352E2;1.596118046E-2
2.719894693E2;1.385540330E-2
2.720103034E2;1.165807062E-2
2.720311375E2;9.582811975E-3
2.720519717E2;7.477034822E-3
2.720728058E2;5.523850215E-3
2.720936399E2;3.479110080E-3
2.721144740E2;1.556443983E-3
2.721353082E2;-3.967406232E-4
2.721561423E2;-2.380443739E-3
2.721769764E2;-4.211554308E-3
2.721978105E2;-5.829035310E-3
2.722186446E2;-7.446516312E-3
2.722394788E2;-9.155552843E-3
2.722603129E2;-1.071199683E-2
2.722811470E2;-1.196325571E-2
2.723019811E2;-1.351969970E-2
2.723228153E2;-1.498458815E-2
2.723436494E2;-1.629688406E-2
2.723644835E2;-1.742606891E-2
2.723853176E2;-1.846369823E-2
2.724061517E2;-1.962340159E-2
2.724269859E2;-2.044740135E-2
2.724478200E2;-2.139347514E-2
2.724686541E2;-2.215643788E-2
2.724894882E2;-2.307199316E-2
2.725103224E2;-2.356028932E-2
2.725311565E2;-2.423169652E-2
2.725519906E2;-2.450636311E-2
2.725728247E2;-2.471999268E-2
2.725936589E2;-2.505569628E-2
2.726144930E2;-2.481154820E-2
2.726353271E2;-2.487258522E-2
2.726561612E2;-2.441480758E-2
2.726769953E2;-2.429273354E-2
2.726978295E2;-2.395702994E-2
2.727186636E2;-2.331614124E-2
2.727394977E2;-2.279732658E-2
2.727603318E2;-2.215643788E-2
2.727811660E2;-2.130191961E-2
2.728020001E2;-2.044740135E-2
2.728228342E2;-1.953184606E-2
2.728436683E2;-1.840266121E-2
2.728645024E2;-1.721243934E-2
2.728853366E2;-1.623584704E-2
2.729061707E2;-1.492355113E-2
2.729270048E2;-1.351969970E-2
2.729478389E2;-1.232947783E-2
2.729686731E2;-1.077303385E-2
2.729895072E2;-9.491256447E-3
2.730103413E2;-7.965330973E-3
2.730311754E2;-6.500442518E-3
2.730520095E2;-5.035554064E-3
2.730728437E2;-3.112887967E-3
2.730936778E2;-1.800592059E-3
2.731145119E2;-1.525925474E-4
2.731353460E2;1.434369945E-3
2.731561802E2;2.777184362E-3
2.731770143E2;4.394665365E-3
2.731978484E2;5.676442763E-3
2.732186825E2;6.988738670E-3
2.732395166E2;8.484145634E-3
2.732603508E2;1.001007111E-2
2.732811849E2;1.120029298E-2
2.733020190E2;1.235999634E-2
2.733228531E2;1.376384777E-2
2.733436873E2;1.461836604E-2
2.733645214E2;1.565599536E-2
2.733853555E2;1.641895810E-2
2.734061896E2;1.733451338E-2
2.734270238E2;1.825006867E-2
2.734478579E2;1.873836482E-2
2.734686920E2;1.950132756E-2
2.734895261E2;1.983703116E-2
2.735103602E2;2.044740135E-2
2.735311944E2;2.063051241E-2
2.735520285E2;2.059999390E-2
2.735728626E2;2.078310495E-2
2.735936967E2;2.084414197E-2
2.736145309E2;2.081362346E-2
2.736353650E2;2.059999390E-2
2.736561991E2;2.017273476E-2
2.736770332E2;1.980651265E-2
2.736978673E2;1.907406842E-2
2.737187015E2;1.843317972E-2
2.737395356E2;1.773125401E-2
2.737603697E2;1.699880978E-2
2.737812038E2;1.593066195E-2
2.738020380E2;1.483199561E-2
2.738228721E2;1.388592181E-2
2.738437062E2;1.293984802E-2
2.738645403E2;1.162755211E-2
2.738853744E2;1.028473769E-2
2.739062086E2;8.941923276E-3
2.739270427E2;7.446516312E-3
2.739478768E2;5.767998291E-3
2.739687109E2;4.272591327E-3
2.739895451E2;2.533036287E-3
2.740103792E2;7.934812464E-4
2.740312133E2;-9.460737938E-4
2.740520474E2;-3.021332438E-3
2.740728815E2;-4.669331950E-3
2.740937157E2;-6.714072085E-3
2.741145498E2;-8.545182653E-3
2.741353839E2;-1.055940428E-2
2.741562180E2;-1.278725547E-2
2.741770522E2;-1.467940306E-2
2.741978863E2;-1.654103214E-2
2.742187204E2;-1.846369823E-2
2.742395545E2;-2.038636433E-2
2.742603887E2;-2.227851192E-2
2.742812228E2;-2.423169652E-2
2.743020569E2;-2.594073305E-2
2.743228910E2;-2.774132511E-2
2.743437251E2;-2.941984313E-2
2.743645593E2;-3.076265755E-2
2.743853934E2;-3.222754601E-2
2.744062275E2;-3.372295297E-2
2.744270616E2;-3.497421186E-2
2.744478958E2;-3.610339671E-2
2.744687299E2;-3.726310007E-2
2.744895640E2;-3.817865535E-2
2.745103981E2;-3.894161809E-2
2.745312322E2;-3.961302530E-2
2.745520664E2;-4.037598804E-2
2.745729005E2;-4.068117313E-2
2.745937346E2;-4.086428419E-2
2.746145687E2;-4.119998779E-2
2.746354029E2;-4.110843226E-2
2.746562370E2;-4.101687674E-2
2.746770711E2;-4.068117313E-2
2.746979052E2;-4.055909909E-2
2.747187393E2;-4.016235847E-2
2.747395735E2;-3.921628468E-2
2.747604076E2;-3.860591449E-2
2.747812417E2;-3.762932218E-2
2.748020758E2;-3.646961882E-2
2.748229100E2;-3.527939695E-2
2.748437441E2;-3.390606403E-2
2.748645782E2;-3.265480514E-2
2.748854123E2;-3.103732414E-2
2.749062464E2;-2.963347270E-2
2.749270806E2;-2.771080660E-2
2.749479147E2;-2.569658498E-2
2.749687488E2;-2.392651143E-2
2.749895829E2;-2.172917875E-2
2.750104171E2;-1.965392010E-2
2.750312512E2;-1.727347636E-2
2.750520853E2;-1.504562517E-2
2.750729194E2;-1.272621845E-2
2.750937536E2;-1.013214515E-2
2.751145877E2;-7.812738426E-3
2.751354218E2;-5.096591082E-3
2.751562559E2;-2.533036287E-3
2.751770900E2;-3.051850948E-5
2.751979242E2;2.533036287E-3
2.752187583E2;5.157628101E-3
2.752395924E2;7.904293954E-3
2.752604265E2;1.031525620E-2
2.752812607E2;1.309244057E-2
2.753020948E2;1.577806940E-2
2.753229289E2;1.861629078E-2
2.753437630E2;2.108829005E-2
2.753645971E2;2.365184484E-2
2.753854313E2;2.649006623E-2
2.754062654E2;2.893154698E-2
2.754270995E2;3.152562029E-2
2.754479336E2;3.405865658E-2
2.754687678E2;3.646961882E-2
2.754896019E2;3.881954405E-2
2.755104360E2;4.089480270E-2
2.755312701E2;4.312265389E-2
2.755521042E2;4.513687551E-2
2.755729384E2;4.699850459E-2
2.755937725E2;4.895168920E-2
2.756146066E2;5.059968871E-2
2.756354407E2;5.227820673E-2
2.756562749E2;5.365153966E-2
2.756771090E2;5.514694662E-2
2.756979431E2;5.624561296E-2
2.757187772E2;5.740531632E-2
2.757396113E2;5.832087161E-2
2.757604455E2;5.896176031E-2
2.757812796E2;5.972472304E-2
2.758021137E2;6.018250069E-2
2.758229478E2;6.030457472E-2
2.758437820E2;6.042664876E-2
2.758646161E2;6.030457472E-2
2.758854502E2;6.021301920E-2
2.759062843E2;5.957213050E-2
2.759271185E2;5.914487136E-2
2.759479526E2;5.838190863E-2
2.759687867E2;5.749687185E-2
2.759896208E2;5.670339061E-2
2.760104549E2;5.523850215E-2
2.760312891E2;5.398724326E-2
2.760521232E2;5.246131779E-2
2.760729573E2;5.075228126E-2
2.760937914E2;4.886013367E-2
2.761146256E2;4.675435652E-2
2.761354597E2;4.470961638E-2
2.761562938E2;4.235969115E-2
2.761771279E2;3.994872890E-2
2.761979620E2;3.762932218E-2
2.762187962E2;3.488265633E-2
2.762396303E2;3.234962004E-2
2.762604644E2;2.932828761E-2
2.762812985E2;2.685628834E-2
2.763021327E2;2.368236335E-2
2.763229668E2;2.069154942E-2
2.763438009E2;1.760917997E-2
2.763646350E2;1.434369945E-2
2.763854691E2;1.116977447E-2
2.764063033E2;7.904293954E-3
2.764271374E2;4.699850459E-3
2.764479715E2;1.495406964E-3
2.764688056E2;-1.800592059E-3
2.764896398E2;-4.943998535E-3
2.765104739E2;-8.331553087E-3
2.765313080E2;-1.138340403E-2
2.765521421E2;-1.458784753E-2
2.765729762E2;-1.791436506E-2
2.765938104E2;-2.084414197E-2
2.766146445E2;-2.383495590E-2
2.766354786E2;-2.679525132E-2
2.766563127E2;-2.972502823E-2
2.766771469E2;-3.271584216E-2
2.766979810E2;-3.543198950E-2
2.767188151E2;-3.793450728E-2
2.767396492E2;-4.049806207E-2
2.767604834E2;-4.290902432E-2
2.767813175E2;-4.522843104E-2
2.768021516E2;-4.730368969E-2
2.768229857E2;-4.910428175E-2
2.768438198E2;-5.114902188E-2
2.768646540E2;-5.285805841E-2
2.768854881E2;-5.444502091E-2
2.769063222E2;-5.600146489E-2
2.769271563E2;-5.725272378E-2
2.769479905E2;-5.847346416E-2
2.769688246E2;-5.941953795E-2
2.769896587E2;-6.051820429E-2
2.770104928E2;-6.106753746E-2
2.770313269E2;-6.164738914E-2
2.770521611E2;-6.219672231E-2
2.770729952E2;-6.210516678E-2
2.770938293E2;-6.207464827E-2
2.771146634E2;-6.198309275E-2
2.771354976E2;-6.155583361E-2
2.771563317E2;-6.112857448E-2
2.771771658E2;-6.039613025E-2
2.771979999E2;-5.966368603E-2
2.772188340E2;-5.847346416E-2
2.772396682E2;-5.752739036E-2
2.772605023E2;-5.630664998E-2
2.772813364E2;-5.471968749E-2
2.773021705E2;-5.328531755E-2
2.773230047E2;-5.166783654E-2
2.773438388E2;-4.974517045E-2
2.773646729E2;-4.779198584E-2
2.773855070E2;-4.580828272E-2
2.774063411E2;-4.351939451E-2
2.774271753E2;-4.119998779E-2
2.774480094E2;-3.894161809E-2
2.774688435E2;-3.637806330E-2
2.774896776E2;-3.378398999E-2
2.775105118E2;-3.106784265E-2
2.775313459E2;-2.838221381E-2
2.775521800E2;-2.557451094E-2
2.775730141E2;-2.273628956E-2
2.775938483E2;-1.971495712E-2
2.776146824E2;-1.693777276E-2
2.776355165E2;-1.370281075E-2
2.776563506E2;-1.080355235E-2
2.776771847E2;-7.812738426E-3
2.776980189E2;-5.005035554E-3
2.777188530E2;-2.014221625E-3
2.777396871E2;1.007110813E-3
2.777605212E2;3.814813684E-3
2.777813554E2;6.683553575E-3
2.778021895E2;9.430219428E-3
2.778230236E2;1.223792230E-2
2.778438577E2;1.501510666E-2
2.778646918E2;1.767021699E-2
2.778855260E2;2.014221625E-2
2.779063601E2;2.276680807E-2
2.779271942E2;2.514725181E-2
2.779480283E2;2.743614002E-2
2.779688625E2;2.957243568E-2
2.779896966E2;3.173924986E-2
2.780105307E2;3.381450850E-2
2.780313648E2;3.558458205E-2
2.780521989E2;3.738517411E-2
2.780730331E2;3.878902554E-2
2.780938672E2;4.046754357E-2
2.781147013E2;4.187139500E-2
2.781355354E2;4.278695029E-2
2.781563696E2;4.394665365E-2
2.781772037E2;4.504531999E-2
2.781980378E2;4.571672720E-2
2.782188719E2;4.638813440E-2
2.782397060E2;4.696798608E-2
2.782605402E2;4.721213416E-2
2.782813743E2;4.748680074E-2
2.783022084E2;4.742576373E-2
2.783230425E2;4.712057863E-2
2.783438767E2;4.699850459E-2
2.783647108E2;4.669331950E-2
2.783855449E2;4.623554186E-2
2.784063790E2;4.577776421E-2
2.784272132E2;4.483169042E-2
2.784480473E2;4.422132023E-2
2.784688814E2;4.327524644E-2
2.784897155E2;4.235969115E-2
2.785105496E2;4.123050630E-2
2.785313838E2;3.970458083E-2
2.785522179E2;3.872798853E-2
2.785730520E2;3.704947050E-2
2.785938861E2;3.558458205E-2
2.786147203E2;3.381450850E-2
2.786355544E2;3.216650899E-2
2.786563885E2;3.048799097E-2
2.786772226E2;2.859584338E-2
2.786980567E2;2.682576983E-2
2.787188909E2;2.487258522E-2
2.787397250E2;2.285836360E-2
2.787605591E2;2.087466048E-2
2.787813932E2;1.882992035E-2
2.788022274E2;1.690725425E-2
2.788230615E2;1.467940306E-2
2.788438956E2;1.266518143E-2
2.788647297E2;1.046784875E-2
2.788855638E2;8.606219672E-3
2.789063980E2;6.500442518E-3
2.789272321E2;4.455702383E-3
2.789480662E2;2.563554796E-3
2.789689003E2;6.714072085E-4
2.789897345E2;-1.251258889E-3
2.790105686E2;-3.418073061E-3
2.790314027E2;-5.310220649E-3
2.790522368E2;-6.927701651E-3
2.790730709E2;-8.728293710E-3
2.790939051E2;-1.043733024E-2
2.791147392E2;-1.193273721E-2
2.791355733E2;-1.355021821E-2
2.791564074E2;-1.498458815E-2
2.791772416E2;-1.641895810E-2
2.791980757E2;-1.748710593E-2
2.792189098E2;-1.876888333E-2
2.792397439E2;-1.989806818E-2
2.792605781E2;-2.090517899E-2
2.792814122E2;-2.182073428E-2
2.793022463E2;-2.249214148E-2
2.793230804E2;-2.331614124E-2
2.793439145E2;-2.386547441E-2
2.793647487E2;-2.423169652E-2
2.793855828E2;-2.456740013E-2
2.794064169E2;-2.484206671E-2
2.794272510E2;-2.499465926E-2
2.794480852E2;-2.481154820E-2
2.794689193E2;-2.487258522E-2
2.794897534E2;-2.453688162E-2
2.795105875E2;-2.429273354E-2
2.795314216E2;-2.398754845E-2
2.795522558E2;-2.331614124E-2
2.795730899E2;-2.291940062E-2
2.795939240E2;-2.188177129E-2
2.796147581E2;-2.121036409E-2
2.796355923E2;-2.041688284E-2
2.796564264E2;-1.907406842E-2
2.796772605E2;-1.815851314E-2
2.796980946E2;-1.672414319E-2
2.797189287E2;-1.571703238E-2
2.797397629E2;-1.428266243E-2
2.797605970E2;-1.266518143E-2
2.797814311E2;-1.147495956E-2
2.798022652E2;-9.613330485E-3
2.798230994E2;-8.239997559E-3
2.798439335E2;-6.500442518E-3
2.798647676E2;-4.974517045E-3
2.798856017E2;-3.387554552E-3
2.799064358E2;-1.861629078E-3
2.799272700E2;-1.831110569E-4
2.799481041E2;1.495406964E-3
2.799689382E2;2.868739891E-3
2.799897723E2;4.425183874E-3
2.800106065E2;6.195257424E-3
2.800314406E2;7.477034822E-3
2.800522747E2;8.758812220E-3
2.800731088E2;1.037629322E-2
2.800939430E2;1.181066317E-2
2.801147771E2;1.303140355E-2
2.801356112E2;1.422162542E-2
2.801564453E2;1.528977325E-2
2.801772794E2;1.626636555E-2
2.801981136E2;1.724295785E-2
2.802189477E2;1.806695761E-2
2.802397818E2;1.886043886E-2
2.802606159E2;1.950132756E-2
2.802814501E2;2.005066073E-2
2.803022842E2;2.059999390E-2
2.803231183E2;2.093569750E-2
2.803439524E2;2.108829005E-2
2.803647865E2;2.111880856E-2
2.803856207E2;2.139347514E-2
2.804064548E2;2.127140110E-2
2.804272889E2;2.093569750E-2
2.804481230E2;2.084414197E-2
2.804689572E2;2.050843837E-2
2.804897913E2;1.992858669E-2
2.805106254E2;1.931821650E-2
2.805314595E2;1.873836482E-2
2.805522936E2;1.785332804E-2
2.805731278E2;1.693777276E-2
2.805939619E2;1.611377300E-2
2.806147960E2;1.513718070E-2
2.806356301E2;1.394695883E-2
2.806564643E2;1.263466292E-2
2.806772984E2;1.153599658E-2
2.806981325E2;1.019318216E-2
2.807189666E2;8.850367748E-3
2.807398008E2;7.202368236E-3
2.807606349E2;5.706961272E-3
2.807814690E2;4.089480270E-3
2.808023031E2;2.319406720E-3
2.808231372E2;7.934812464E-4
2.808439714E2;-1.098666341E-3
2.808648055E2;-2.807702872E-3
2.808856396E2;-4.730368969E-3
2.809064737E2;-6.500442518E-3
2.809273079E2;-8.331553087E-3
2.809481420E2;-1.037629322E-2
2.809689761E2;-1.208532975E-2
2.809898102E2;-1.406903287E-2
2.810106443E2;-1.568651387E-2
2.810314785E2;-1.782280953E-2
2.810523126E2;-1.959288308E-2
2.810731467E2;-2.117984558E-2
2.810939808E2;-2.316354869E-2
2.811148150E2;-2.468947417E-2
2.811356491E2;-2.624591815E-2
2.811564832E2;-2.789391766E-2
2.811773173E2;-2.941984313E-2
2.811981514E2;-3.082369457E-2
2.812189856E2;-3.213599048E-2
2.812398197E2;-3.366191595E-2
2.812606538E2;-3.476058229E-2
2.812814879E2;-3.582873012E-2
2.813023221E2;-3.689687796E-2
2.813231562E2;-3.769035920E-2
2.813439903E2;-3.848384045E-2
2.813648244E2;-3.903317362E-2
2.813856585E2;-3.952146977E-2
2.814064927E2;-3.985717338E-2
2.814273268E2;-3.985717338E-2
2.814481609E2;-4.016235847E-2
2.814689950E2;-4.019287698E-2
2.814898292E2;-3.991821039E-2
2.815106633E2;-3.976561785E-2
2.815314974E2;-3.927732170E-2
2.815523315E2;-3.848384045E-2
2.815731657E2;-3.793450728E-2
2.815939998E2;-3.698843348E-2
2.816148339E2;-3.579821162E-2
2.816356680E2;-3.469954527E-2
2.816565021E2;-3.341776788E-2
2.816773363E2;-3.222754601E-2
2.816981704E2;-3.073213904E-2
2.817190045E2;-2.914517655E-2
2.817398386E2;-2.761925108E-2
2.817606728E2;-2.557451094E-2
2.817815069E2;-2.368236335E-2
2.818023410E2;-2.160710471E-2
2.818231751E2;-1.959288308E-2
2.818440092E2;-1.739555040E-2
2.818648434E2;-1.501510666E-2
2.818856775E2;-1.290932951E-2
2.819065116E2;-1.046784875E-2
2.819273457E2;-7.995849483E-3
2.819481799E2;-5.401776177E-3
2.819690140E2;-2.594073305E-3
2.819898481E2;-1.220740379E-4
2.820106822E2;2.563554796E-3
2.820315163E2;5.371257668E-3
2.820523505E2;8.301034577E-3
2.820731846E2;1.095614490E-2
2.820940187E2;1.345866268E-2
2.821148528E2;1.620532853E-2
2.821356870E2;1.895199438E-2
2.821565211E2;2.160710471E-2
2.821773552E2;2.435377056E-2
2.821981893E2;2.685628834E-2
2.822190234E2;2.938932463E-2
2.822398576E2;3.183080538E-2
2.822606917E2;3.436384167E-2
2.822815258E2;3.674428541E-2
2.823023599E2;3.881954405E-2
2.823231941E2;4.104739525E-2
2.823440282E2;4.312265389E-2
2.823648623E2;4.498428297E-2
2.823856964E2;4.681539354E-2
2.824065306E2;4.873805963E-2
2.824273647E2;5.041657765E-2
2.824481988E2;5.194250313E-2
2.824690329E2;5.346842860E-2
2.824898670E2;5.499435408E-2
2.825107012E2;5.624561296E-2
2.825315353E2;5.728324229E-2
2.825523694E2;5.832087161E-2
2.825732035E2;5.899227882E-2
2.825940377E2;5.957213050E-2
2.826148718E2;5.990783410E-2
2.826357059E2;6.012146367E-2
2.826565400E2;6.036561174E-2
2.826773741E2;6.002990814E-2
2.826982083E2;5.978576006E-2
2.827190424E2;5.948057497E-2
2.827398765E2;5.887020478E-2
